ERROR - 07-05-2017 13:45:55 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 13:55:00 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 13:55:02 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 13:55:03 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 13:55:07 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 13:55:17 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 14:07:45 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 14:16:47 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 14:16:53 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 14:16:55 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 14:48:29 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 14:49:53 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 15:06:28 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 15:06:40 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 15:08:32 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 15:08:34 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 15:08:34 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 15:09:21 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 16:27:22 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 16:28:09 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 16:28:16 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 16:28:57 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 16:34:13 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 16:35:30 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 16:35:30 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 16:35:42 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 16:35:54 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 16:35:56 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 16:36:26 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 16:36:38 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 16:37:55 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 17:25:37 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 17:26:35 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 17:26:40 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 17:56:39 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 17:56:52 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 17:56:53 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 18:22:21 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 18:52:16 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 18:55:36 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 18:56:15 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 18:57:52 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 19:16:28 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 19:16:52 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 19:16:56 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 19:16:59 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 19:24:09 --> 404 Page Not Found: doctor/App/js
ERROR - 07-05-2017 20:24:53 --> Severity: Notice --> Undefined variable: resultStreams C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 9
ERROR - 07-05-2017 20:24:53 --> Severity: Warning --> Invalid argument supplied for foreach() C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 9
ERROR - 07-05-2017 20:24:53 --> Severity: Notice --> Undefined variable: patient_selected C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 22
ERROR - 07-05-2017 20:25:22 --> Severity: Notice --> Undefined variable: resultStreams C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 9
ERROR - 07-05-2017 20:25:22 --> Severity: Warning --> Invalid argument supplied for foreach() C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 9
ERROR - 07-05-2017 20:27:39 --> Severity: Notice --> Undefined variable: resultStreams C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 9
ERROR - 07-05-2017 20:27:39 --> Severity: Warning --> Invalid argument supplied for foreach() C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 9
ERROR - 07-05-2017 20:27:47 --> Severity: Notice --> Undefined variable: resultStreams C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 9
ERROR - 07-05-2017 20:27:47 --> Severity: Warning --> Invalid argument supplied for foreach() C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 9
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
ERROR - 07-05-2017 20:33:38 --> Severity: Warning --> Attempt to modify property of non-object C:\xampp\htdocs\hts\app\views\doctor\PatientLogs.php 5
